session_id,phase_idx,class_id_target,class_name_target,condition,take,frame,class_id_pred,class_name_pred,confidence
20260317_022534,4,19,Lateral Tripod,air,1,61,18,Writing Tripod,0.8858
20260317_022534,4,19,Lateral Tripod,air,1,62,18,Writing Tripod,0.8975
20260317_022534,4,19,Lateral Tripod,air,1,63,18,Writing Tripod,0.8825
20260317_022534,4,19,Lateral Tripod,air,1,64,18,Writing Tripod,0.8677
20260317_022534,4,19,Lateral Tripod,air,1,65,18,Writing Tripod,0.8883
20260317_022534,4,19,Lateral Tripod,air,1,66,18,Writing Tripod,0.8722
20260317_022534,4,19,Lateral Tripod,air,1,67,18,Writing Tripod,0.8891
20260317_022534,4,19,Lateral Tripod,air,1,68,18,Writing Tripod,0.8853
20260317_022534,4,19,Lateral Tripod,air,1,69,18,Writing Tripod,0.8858
20260317_022534,4,19,Lateral Tripod,air,1,70,18,Writing Tripod,0.911
20260317_022534,4,19,Lateral Tripod,air,1,71,18,Writing Tripod,0.8673
20260317_022534,4,19,Lateral Tripod,air,1,72,18,Writing Tripod,0.8525
20260317_022534,5,19,Lateral Tripod,object,1,0,18,Writing Tripod,0.932
20260317_022534,5,19,Lateral Tripod,object,1,1,18,Writing Tripod,0.9396
20260317_022534,5,19,Lateral Tripod,object,1,2,18,Writing Tripod,0.9247
20260317_022534,5,19,Lateral Tripod,object,1,3,18,Writing Tripod,0.9462
20260317_022534,5,19,Lateral Tripod,object,1,4,18,Writing Tripod,0.9191
20260317_022534,5,19,Lateral Tripod,object,1,5,18,Writing Tripod,0.9449
20260317_022534,5,19,Lateral Tripod,object,1,6,18,Writing Tripod,0.9222
20260317_022534,5,19,Lateral Tripod,object,1,7,18,Writing Tripod,0.9235
20260317_022534,5,19,Lateral Tripod,object,1,8,18,Writing Tripod,0.9351
20260317_022534,5,19,Lateral Tripod,object,1,9,18,Writing Tripod,0.94
20260317_022534,5,19,Lateral Tripod,object,1,10,18,Writing Tripod,0.9285
20260317_022534,5,19,Lateral Tripod,object,1,11,18,Writing Tripod,0.9417
