session_id,phase_idx,class_id_target,class_name_target,condition,take,frame,class_id_pred,class_name_pred,confidence,confirmed,min_visibility,mean_visibility,landmarks_low_vis
20260316_210135,0,23,Prismatic 3 Finger,air,1,43,27,Tripod,0.7588,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,44,27,Tripod,0.7975,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,45,27,Tripod,0.8276,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,46,27,Tripod,0.7655,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,47,27,Tripod,0.8007,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,48,27,Tripod,0.8359,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,49,27,Tripod,0.804,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,50,27,Tripod,0.7699,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,51,27,Tripod,0.785,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,52,27,Tripod,0.7787,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,53,27,Tripod,0.7816,True,0.0,0.0,21
